2025-09-25,14:38:31.15,1542.941,0001.43,007.88
2025-09-25,14:38:35.53,1542.917,0002.42,007.88
2025-09-25,14:38:37.53,1542.887,0003.41,007.88
2025-09-25,14:38:39.48,1542.887,0004.40,007.88
2025-09-25,14:38:41.73,1542.870,0005.39,007.88
2025-09-25,14:38:42.80,1542.884,0006.40,007.88
2025-09-25,14:38:44.15,1542.886,0007.40,007.88
2025-09-25,14:38:45.42,1542.895,0008.41,007.88
2025-09-25,14:38:46.71,1542.855,0009.41,007.88
2025-09-25,14:38:48.11,1542.806,0010.43,007.88
2025-09-25,14:38:49.19,1542.793,0011.43,007.88
2025-09-25,14:38:50.30,1542.737,0012.44,007.88
2025-09-25,14:38:51.29,1542.403,0013.42,007.88
2025-09-25,14:38:52.71,1542.486,0014.43,007.88
2025-09-25,14:38:55.15,1542.429,0015.41,007.88
2025-09-25,14:39:07.75,1542.422,0016.40,007.88
2025-09-25,14:39:22.93,1542.309,0017.38,007.88
2025-09-25,14:39:34.92,1542.356,0018.36,007.88
2025-09-25,14:39:57.30,1542.286,0019.34,007.88
2025-09-25,14:40:21.73,1542.258,0020.34,007.88
2025-09-25,14:40:32.75,1542.270,0021.33,007.88
2025-09-25,14:40:35.65,1542.203,0022.32,007.88
2025-09-25,14:40:37.32,1542.217,0023.32,007.88
2025-09-25,14:40:47.14,1542.206,0024.30,007.88
2025-09-25,14:40:58.38,1542.219,0025.30,007.88
2025-09-25,14:41:06.64,1542.229,0026.28,007.88
2025-09-25,14:41:08.51,1542.239,0027.26,007.88
2025-09-25,14:41:10.47,1542.246,0028.25,007.88
2025-09-25,14:41:18.69,1542.239,0027.25,007.88
2025-09-25,14:41:20.26,1542.222,0026.24,007.88
2025-09-25,14:41:21.61,1542.216,0025.24,007.88
2025-09-25,14:41:23.32,1542.220,0024.25,007.88
2025-09-25,14:41:25.41,1542.232,0023.26,007.88
2025-09-25,14:41:26.62,1542.217,0022.26,007.88
2025-09-25,14:41:28.16,1542.224,0021.26,007.88
2025-09-25,14:41:29.51,1542.296,0020.26,007.88
2025-09-25,14:41:31.55,1542.269,0019.27,007.88
2025-09-25,14:41:33.60,1542.292,0018.28,007.88
2025-09-25,14:41:35.13,1542.283,0017.30,007.88
2025-09-25,14:41:36.97,1542.250,0016.28,007.88
2025-09-25,14:41:39.01,1542.317,0015.29,007.88
2025-09-25,14:41:41.13,1542.341,0014.29,007.88
2025-09-25,14:41:43.37,1542.386,0013.28,007.88
2025-09-25,14:41:47.32,1542.451,0012.28,007.88
2025-09-25,14:41:49.82,1542.450,0011.27,007.88
2025-09-25,14:41:52.70,1542.500,0010.27,007.88
2025-09-25,14:41:56.92,1542.413,0009.28,007.88
2025-09-25,14:41:58.89,1542.785,0008.30,007.88
2025-09-25,14:42:01.39,1542.831,0007.32,007.88
2025-09-25,14:42:04.43,1542.865,0006.33,007.88
2025-09-25,14:42:06.82,1542.947,0005.33,007.88
2025-09-25,14:42:08.78,1542.913,0004.33,007.88
2025-09-25,14:42:11.07,1542.996,0003.34,007.88
2025-09-25,14:42:13.85,1543.068,0002.35,007.88
2025-09-25,14:42:17.76,1543.142,0001.35,007.88
2025-09-25,14:42:22.51,1543.236,0000.37,007.88
